OrderID,Date,ProductID,CustomerID,Region,SalesAmount,Quantity,Cost
3768,2025-07-26,P101,C563,North,109816,2,91334
3769,2024-07-28,P103,C664,North,23475,1,17050
3770,2025-09-20,P102,C592,East,58525,4,43159
3771,2024-02-08,P102,C415,East,29986,2,24331
3772,2025-01-22,P104,C507,North,24598,2,19687
3773,2025-07-26,P102,C390,East,74709,5,60113
3774,2024-10-19,P105,C230,North,91004,3,65721
3775,2024-12-24,P102,C320,West,15464,1,11506
3776,2025-05-09,P104,C322,South,47194,4,42463
3777,2025-07-28,P105,C366,West,119763,4,94488
3778,2025-04-15,P101,C380,East,276200,5,196336
3779,2024-03-03,P103,C599,West,100313,4,90133
3780,2025-03-09,P103,C373,West,100615,4,85224
3781,2025-12-13,P103,C540,South,74158,3,58049
3782,2025-12-15,P105,C517,East,59975,2,53087
3783,2024-09-17,P102,C589,West,61325,4,50119
3784,2025-04-08,P101,C470,West,165035,3,138798
3785,2024-12-06,P101,C681,East,53073,1,45060
3786,2024-06-21,P103,C208,North,99462,4,74344
3787,2025-09-05,P102,C295,West,60113,4,43180
3788,2024-03-31,P105,C607,West,30637,1,24739
3789,2025-07-16,P101,C576,West,219741,4,175897
3790,2025-07-24,P101,C222,West,163020,3,135892
3791,2025-06-03,P104,C698,East,46634,4,40376
3792,2024-12-08,P102,C664,South,58667,4,47344
3793,2024-12-05,P102,C591,West,58200,4,44903
3794,2024-05-17,P104,C617,South,37979,3,30500
3795,2025-08-12,P105,C221,West,120044,4,84937
3796,2024-08-01,P102,C414,East,73621,5,60512
3797,2025-01-25,P102,C382,North,45389,3,36248
3798,2024-09-17,P102,C590,North,45570,3,38504
3799,2024-06-13,P104,C371,South,13490,1,9858
3800,2024-04-25,P103,C244,North,125285,5,89183
3801,2025-05-27,P104,C355,West,13159,1,10786
3802,2024-05-29,P105,C646,West,30820,1,21721
3803,2025-11-24,P101,C261,South,108387,2,91550
3804,2025-01-16,P103,C640,South,98681,4,74074
3805,2025-01-24,P102,C520,East,60847,4,51687
3806,2025-06-23,P105,C359,North,91957,3,73362
3807,2025-10-11,P101,C210,West,110536,2,93055
3808,2025-04-12,P103,C318,West,50205,2,41975
3809,2025-03-16,P101,C291,West,55856,1,47527
3810,2025-12-09,P102,C213,West,58028,4,45865
3811,2024-12-10,P102,C552,West,13532,1,11646
3812,2024-12-08,P105,C438,East,31071,1,22026
3813,2025-01-14,P104,C206,North,58857,5,42335
3814,2025-09-29,P101,C523,West,274000,5,192109
3815,2025-11-11,P104,C343,West,34682,3,28885
3816,2025-03-10,P102,C443,North,76143,5,55450
3817,2024-08-04,P104,C231,East,47826,4,34723
3818,2024-12-25,P102,C217,South,59932,4,46169
3819,2025-01-31,P103,C522,East,49880,2,35643
3820,2025-01-28,P101,C340,West,276262,5,224721
3821,2024-12-15,P105,C699,North,121763,4,93027
3822,2024-07-21,P102,C601,West,60683,4,52133
3823,2025-01-04,P102,C600,North,16088,1,12988
3824,2025-12-14,P103,C519,South,124874,5,109249
3825,2024-10-06,P103,C247,West,123168,5,87548
3826,2025-02-11,P101,C439,South,165887,3,129392
3827,2024-03-03,P102,C408,South,16822,1,12947
3828,2025-09-29,P103,C262,North,101349,4,84642
3829,2024-04-22,P103,C256,West,100054,4,81565
3830,2024-11-10,P101,C538,North,56092,1,40009
3831,2025-04-29,P105,C690,South,121250,4,107993
3832,2024-10-13,P102,C388,West,74443,5,59615
3833,2024-10-11,P105,C670,North,31793,1,25610
3834,2025-09-28,P105,C551,East,148938,5,126189
3835,2024-05-07,P102,C446,South,31628,2,26807
3836,2025-12-12,P102,C368,South,29790,2,23415
3837,2024-03-11,P102,C268,North,13421,1,9814
3838,2024-06-08,P105,C294,South,150670,5,109459
3839,2024-10-01,P103,C565,West,123651,5,88631
3840,2024-10-22,P102,C330,South,59908,4,50699
3841,2024-10-01,P101,C288,North,108168,2,84017
3842,2025-11-09,P103,C517,West,100020,4,81765
3843,2025-11-06,P103,C674,West,75721,3,59828
3844,2024-01-26,P101,C540,East,221447,4,166033
3845,2025-10-07,P105,C679,West,121064,4,107609
3846,2025-09-19,P104,C476,East,61069,5,45870
3847,2025-06-18,P102,C659,West,14307,1,11491
3848,2025-02-17,P103,C264,North,100292,4,85575
3849,2025-07-18,P103,C692,East,26403,1,21506
3850,2024-07-07,P105,C613,West,121054,4,92659
3851,2025-06-28,P104,C568,West,10050,1,8451
3852,2024-09-25,P102,C250,South,43222,3,32403
3853,2024-01-31,P103,C541,West,123388,5,98319
3854,2025-06-28,P104,C303,West,34558,3,24863
3855,2024-11-17,P103,C544,North,75714,3,62827
3856,2025-10-21,P103,C695,North,98166,4,70990
3857,2024-01-16,P101,C577,East,276640,5,228600
3858,2024-10-14,P101,C434,North,163958,3,137363
3859,2024-01-21,P104,C273,East,24964,2,20183
3860,2025-05-23,P102,C392,South,61398,4,45282
3861,2024-05-09,P105,C434,West,58896,2,41863
3862,2025-10-26,P101,C395,East,275811,5,243952
3863,2024-02-07,P103,C490,West,74444,3,57181
3864,2025-10-05,P105,C560,East,90354,3,68411
3865,2025-08-18,P103,C349,East,99333,4,69904
3866,2024-03-03,P105,C242,South,58558,2,43082
3867,2025-12-09,P105,C272,East,149944,5,113403
3868,2024-07-16,P101,C308,East,166946,3,142276
3869,2025-07-24,P103,C284,South,50701,2,40693
3870,2024-08-08,P101,C238,West,221705,4,197593
3871,2024-12-09,P105,C413,West,118037,4,106162
3872,2024-04-25,P104,C485,North,49334,4,43932
3873,2024-02-03,P104,C274,South,58571,5,46632
3874,2025-03-20,P104,C268,West,25864,2,23204
3875,2025-07-31,P105,C382,West,121289,4,104062
3876,2024-03-03,P105,C321,East,89524,3,65954
3877,2024-10-01,P101,C376,East,110702,2,79709
3878,2025-01-17,P105,C492,East,151871,5,119165
3879,2024-11-08,P102,C445,North,60777,4,48072
3880,2025-08-01,P103,C453,West,26062,1,23187
3881,2025-01-07,P104,C496,South,34289,3,30453
3882,2024-03-24,P103,C445,West,25098,1,21089
3883,2024-07-25,P104,C671,South,37672,3,33007
3884,2025-12-30,P105,C288,North,61739,2,47223
3885,2025-11-13,P103,C413,East,49799,2,41553
3886,2024-04-02,P104,C205,East,60110,5,52936
3887,2024-09-07,P102,C343,North,31897,2,27263
3888,2024-03-24,P103,C472,North,100773,4,71702
3889,2024-01-21,P104,C689,South,34363,3,28768
3890,2025-01-09,P103,C310,South,124053,5,98282
3891,2024-06-02,P103,C220,East,51002,2,40124
3892,2024-06-08,P101,C335,East,274702,5,212634
3893,2025-01-16,P101,C284,West,276984,5,198291
3894,2025-12-18,P103,C625,North,51362,2,42599
3895,2025-12-28,P105,C453,North,91079,3,78937
3896,2024-11-13,P103,C593,South,126167,5,108791
3897,2025-12-01,P102,C438,North,76157,5,57059
3898,2025-10-03,P102,C230,East,44166,3,33896
3899,2025-08-14,P101,C411,East,276985,5,216027
3900,2025-08-20,P104,C421,North,60916,5,51683
3901,2025-09-29,P105,C431,South,90308,3,78482
3902,2025-05-17,P103,C386,West,26336,1,23618
3903,2025-02-07,P103,C234,North,51741,2,40594
3904,2024-11-03,P101,C250,East,108011,2,85207
3905,2024-02-13,P104,C456,South,10993,1,8528
3906,2024-12-07,P102,C345,South,74430,5,53852
3907,2025-01-26,P101,C209,East,55229,1,40906
3908,2025-11-23,P101,C696,East,55711,1,49932
3909,2024-06-28,P105,C253,South,58391,2,46242
3910,2024-04-28,P103,C618,East,75310,3,57313
3911,2025-02-19,P105,C697,South,61936,2,49769
3912,2025-09-14,P105,C576,North,149723,5,121589
3913,2024-11-26,P104,C380,East,59833,5,46981
3914,2024-09-17,P102,C204,North,30987,2,27694
3915,2025-08-13,P103,C234,West,125945,5,109664
3916,2024-05-14,P101,C303,West,109380,2,88089
3917,2024-12-29,P102,C621,North,16732,1,14502
3918,2024-11-10,P101,C230,South,110619,2,86074
3919,2024-04-26,P105,C575,South,120077,4,107298
3920,2024-03-22,P102,C573,South,28493,2,20149
3921,2024-12-06,P105,C651,East,60764,2,53086
3922,2025-07-15,P104,C349,North,60169,5,45310
3923,2024-06-06,P102,C526,South,29237,2,22239
3924,2025-01-15,P101,C241,East,274038,5,223644
3925,2024-09-15,P105,C480,South,118679,4,105754
3926,2024-10-26,P102,C519,West,45392,3,31926
3927,2024-07-13,P105,C437,North,121306,4,96680
3928,2024-05-16,P103,C354,North,48266,2,42783
3929,2024-08-30,P102,C371,North,13229,1,10463
3930,2024-07-01,P105,C692,East,29003,1,22905
3931,2025-02-01,P105,C346,North,29623,1,26197
3932,2024-01-06,P105,C468,East,30647,1,21783
3933,2025-03-23,P102,C659,West,75406,5,60452
3934,2025-11-30,P105,C594,South,58356,2,48217
3935,2025-02-19,P101,C373,East,53424,1,42887
3936,2025-06-21,P101,C244,South,219523,4,175924
3937,2024-06-07,P103,C444,South,99174,4,71310
3938,2025-04-21,P101,C298,West,273472,5,215458
3939,2025-11-22,P105,C600,South,30107,1,22254
3940,2024-06-26,P102,C661,South,58055,4,44411
3941,2025-05-27,P102,C201,West,58318,4,41600
3942,2025-07-01,P105,C623,East,60880,2,50088
3943,2025-07-16,P105,C585,East,148162,5,117116
3944,2025-04-21,P105,C453,South,149340,5,105769
3945,2024-11-06,P104,C595,East,23119,2,19050
3946,2025-09-09,P101,C499,West,163576,3,142146
3947,2024-01-03,P104,C385,East,34872,3,25373
3948,2024-08-28,P101,C474,West,221991,4,156238
3949,2025-08-25,P104,C454,West,10599,1,8178
3950,2025-04-17,P101,C286,East,109607,2,79485
3951,2025-11-15,P103,C352,South,123401,5,97955
3952,2024-05-17,P103,C410,East,124145,5,109478
3953,2024-02-28,P103,C451,East,50381,2,40291
3954,2025-11-19,P102,C333,East,45969,3,37907
3955,2025-08-27,P101,C452,East,163072,3,130376
3956,2025-11-28,P104,C442,West,11524,1,9577
3957,2025-11-22,P101,C210,East,109210,2,93332
3958,2025-10-30,P103,C655,East,99466,4,83100
3959,2024-07-28,P104,C577,North,12623,1,10267
3960,2024-01-18,P103,C512,East,24183,1,19766
3961,2024-04-17,P105,C299,South,89386,3,75212
3962,2024-12-02,P104,C659,South,58263,5,49857
3963,2024-06-07,P102,C476,West,74959,5,61243
3964,2024-03-15,P103,C454,East,50189,2,43310
3965,2024-01-23,P105,C512,North,120393,4,101787
3966,2024-02-05,P104,C600,South,12286,1,10928
3967,2025-01-12,P102,C660,East,29120,2,23566
3968,2025-11-23,P103,C664,East,73532,3,55681
3969,2025-04-08,P103,C463,North,125325,5,112305
3970,2025-01-25,P104,C402,West,23569,2,19810
3971,2024-10-09,P104,C616,West,22267,2,17593
3972,2025-05-11,P102,C574,West,43451,3,35112
3973,2025-04-17,P103,C609,West,99717,4,84625
3974,2024-03-21,P101,C379,West,53300,1,40692
3975,2024-10-14,P101,C447,East,54322,1,39966
3976,2025-04-18,P104,C687,South,23450,2,19367
3977,2025-06-30,P103,C225,West,123159,5,104178
3978,2024-03-26,P104,C336,East,61320,5,48495
3979,2024-08-15,P101,C534,South,109024,2,85663
3980,2025-09-18,P101,C561,North,221935,4,156665
3981,2025-09-19,P104,C647,North,35892,3,28068
3982,2024-07-26,P102,C414,South,73633,5,65679
3983,2024-06-22,P101,C309,South,276295,5,201497
3984,2024-04-02,P103,C264,West,76930,3,61573
3985,2024-07-01,P104,C269,East,35840,3,25712
3986,2024-08-21,P103,C696,North,25429,1,19676
3987,2024-12-17,P102,C411,West,29924,2,22770
3988,2024-09-12,P105,C259,East,89690,3,74248
3989,2024-09-23,P102,C521,North,28648,2,20585
3990,2024-07-17,P105,C371,South,119349,4,88966
3991,2025-03-18,P105,C443,East,121219,4,92962
3992,2025-03-05,P101,C558,East,109351,2,89243
3993,2024-12-29,P103,C585,North,98409,4,79779
3994,2024-11-15,P101,C346,South,53891,1,47183
3995,2024-05-27,P102,C574,South,73226,5,65000
3996,2025-12-06,P104,C509,North,58300,5,50162
3997,2025-09-27,P101,C224,North,165125,3,119898
3998,2025-11-16,P103,C683,South,51930,2,37384
3999,2025-09-28,P102,C223,West,14754,1,11197
4000,2024-09-16,P101,C253,South,53400,1,40554
4001,2025-09-26,P105,C314,North,89701,3,77090
4002,2024-10-19,P103,C506,North,123796,5,100323
4003,2025-03-06,P104,C428,South,13612,1,10036
4004,2025-03-18,P105,C266,East,91404,3,69497
4005,2024-08-07,P101,C320,South,275327,5,229056
4006,2025-07-28,P103,C390,West,23326,1,20172
4007,2024-08-06,P101,C247,East,221251,4,198219
4008,2024-12-30,P102,C463,South,16804,1,13936
4009,2024-09-12,P102,C298,South,44510,3,37906
4010,2025-12-09,P104,C485,North,60534,5,47359
4011,2025-12-25,P104,C550,West,34745,3,25172
4012,2025-11-26,P102,C567,East,16233,1,12443
4013,2025-03-09,P103,C568,West,24376,1,21080
4014,2025-06-09,P104,C336,North,24408,2,17927
4015,2024-11-23,P103,C318,South,23795,1,17583
4016,2024-11-22,P103,C643,West,49346,2,36703
4017,2025-01-02,P102,C380,North,46233,3,37582
4018,2024-05-18,P101,C467,North,55431,1,44419
4019,2025-09-20,P105,C539,East,90959,3,70627
4020,2025-04-21,P104,C397,West,61962,5,55320
4021,2025-04-16,P103,C666,East,49613,2,37855
4022,2024-03-27,P105,C667,East,58492,2,50283
4023,2025-09-18,P104,C262,North,24696,2,18254
4024,2024-08-26,P104,C470,East,23800,2,18803
4025,2025-07-09,P101,C297,South,110700,2,89683
4026,2025-01-03,P105,C543,North,89624,3,66320
4027,2024-05-04,P101,C521,West,163284,3,128012
4028,2024-12-16,P102,C538,West,16494,1,14826
4029,2025-03-17,P102,C478,North,16105,1,11664
4030,2025-10-05,P105,C569,East,58653,2,47400
4031,2024-06-19,P105,C382,East,61953,2,43495
4032,2024-04-06,P105,C478,East,89907,3,77764
4033,2025-10-06,P101,C498,West,166062,3,144075
4034,2025-05-16,P105,C532,South,60299,2,53780
4035,2025-01-27,P105,C665,West,29155,1,25305
4036,2024-07-28,P102,C620,North,45933,3,40766
4037,2025-01-24,P103,C292,West,124588,5,99589
4038,2025-02-20,P101,C339,West,219956,4,188173
4039,2024-06-19,P103,C244,East,123956,5,102804
4040,2025-06-04,P102,C541,West,58480,4,46466
4041,2024-02-06,P102,C523,South,61704,4,52334
4042,2025-01-01,P102,C449,South,31314,2,26339
4043,2025-04-15,P105,C230,East,149396,5,123755
4044,2025-02-04,P101,C362,North,164374,3,134090
4045,2025-12-03,P102,C328,East,15758,1,13810
4046,2024-06-22,P105,C643,South,29460,1,23007
4047,2025-07-30,P104,C339,North,13726,1,10376
4048,2024-07-29,P105,C421,North,58171,2,41431
4049,2024-08-15,P104,C269,North,11908,1,9591
4050,2025-10-16,P101,C695,South,164122,3,136013
4051,2025-05-24,P103,C442,East,26705,1,19725
4052,2025-07-12,P102,C528,West,15819,1,12177
4053,2025-09-24,P103,C655,West,23456,1,16592
4054,2024-07-25,P102,C576,West,46830,3,36789
4055,2024-04-01,P102,C508,North,45603,3,40221
4056,2024-12-26,P102,C665,South,30270,2,26605
4057,2024-06-03,P105,C695,West,90221,3,66181
4058,2025-04-27,P105,C451,North,89177,3,69564
4059,2025-10-18,P103,C375,West,51820,2,42165
4060,2025-02-23,P105,C393,East,151797,5,107474
4061,2024-08-24,P103,C431,South,125675,5,106808
4062,2024-10-02,P102,C317,North,29403,2,23556
4063,2024-04-18,P103,C635,West,49441,2,38025
4064,2024-02-02,P103,C348,West,73930,3,60535
4065,2024-04-18,P103,C646,West,123499,5,94575
4066,2024-01-04,P105,C364,East,150576,5,126365
4067,2025-05-08,P102,C383,West,76725,5,68786
4068,2024-10-10,P105,C612,West,29494,1,22442
4069,2024-09-14,P105,C562,South,150693,5,117065
4070,2025-09-25,P103,C636,East,23025,1,19630
4071,2024-07-22,P102,C312,East,13767,1,10871
4072,2024-11-13,P105,C211,South,118220,4,83909
4073,2024-08-02,P102,C453,West,73512,5,54362
4074,2025-12-31,P103,C519,East,124868,5,89020
4075,2025-05-24,P104,C484,North,46502,4,41317
4076,2025-06-19,P104,C370,South,59015,5,51457
4077,2024-03-05,P102,C699,North,60848,4,44680
4078,2024-08-22,P101,C473,South,275873,5,248194
4079,2025-08-05,P105,C452,West,31360,1,27537
4080,2024-07-15,P104,C520,West,12184,1,10434
4081,2024-08-01,P105,C522,South,60814,2,49078
4082,2024-10-15,P102,C636,North,45667,3,40309
4083,2024-02-23,P105,C353,North,61261,2,49239
4084,2025-11-29,P101,C664,North,220534,4,158603
4085,2025-11-02,P104,C520,West,58563,5,43127
4086,2024-12-21,P101,C392,South,108202,2,89507
4087,2024-01-10,P105,C420,West,88119,3,78892
4088,2024-12-25,P105,C316,East,150005,5,123603
4089,2025-09-11,P104,C236,East,12476,1,11088
4090,2025-11-30,P102,C422,West,76677,5,56266
4091,2025-05-23,P102,C393,West,13591,1,9902
4092,2025-12-18,P101,C239,North,109220,2,86164
4093,2024-09-21,P101,C225,East,275799,5,224229
4094,2024-03-28,P104,C572,West,46496,4,40906
4095,2025-06-27,P104,C689,South,58580,5,48171
4096,2024-08-19,P105,C277,South,151561,5,128388
4097,2025-11-27,P102,C348,East,45709,3,37709
4098,2025-09-23,P105,C406,North,90452,3,65997
4099,2024-05-02,P103,C609,West,125418,5,88376
4100,2025-01-27,P105,C345,South,61496,2,54071
4101,2024-10-13,P102,C281,East,46210,3,38503
4102,2025-07-19,P105,C238,West,151368,5,113344
4103,2025-03-13,P101,C541,East,108604,2,88720
4104,2024-08-10,P103,C254,West,50717,2,40403
4105,2025-12-05,P105,C569,South,150576,5,114033
4106,2025-04-29,P105,C250,South,149357,5,113874
4107,2024-02-19,P102,C551,West,76295,5,66296
4108,2025-04-22,P103,C461,West,124510,5,109085
4109,2025-05-06,P105,C241,North,121355,4,107218
4110,2025-05-10,P105,C576,East,89395,3,78557
4111,2024-11-09,P102,C691,West,76599,5,68606
4112,2025-02-16,P103,C506,South,23585,1,20050
4113,2024-09-20,P105,C480,South,60566,2,43164
4114,2025-12-29,P101,C681,West,273399,5,244487
4115,2024-01-13,P102,C223,South,29236,2,21051
4116,2025-02-18,P102,C293,East,74911,5,53206
4117,2024-10-04,P101,C203,East,55999,1,48230
4118,2025-02-02,P105,C596,South,91836,3,73201
4119,2025-02-25,P103,C613,South,74006,3,65326
4120,2024-01-30,P102,C257,East,75479,5,58235
4121,2024-09-09,P104,C330,West,34177,3,27864
4122,2024-04-24,P103,C459,East,123581,5,103183
4123,2025-01-14,P102,C221,South,15682,1,13192
4124,2024-05-21,P104,C330,South,37523,3,26713
4125,2025-08-13,P105,C676,West,59199,2,51413
4126,2025-03-11,P104,C570,East,60104,5,49098
4127,2024-03-22,P104,C236,West,58047,5,46248
4128,2025-07-04,P103,C321,West,126647,5,99164
4129,2025-05-31,P105,C589,North,151828,5,130214
4130,2024-09-22,P102,C274,West,76664,5,65925
4131,2024-09-13,P104,C296,West,23916,2,18649
4132,2025-08-27,P104,C496,East,35223,3,29677
4133,2025-09-03,P104,C489,East,23552,2,18235
4134,2025-07-22,P105,C515,North,90335,3,66973
4135,2024-06-10,P102,C240,East,16565,1,11899
4136,2024-05-17,P102,C660,South,73168,5,54978
4137,2024-05-19,P101,C601,East,55656,1,45660
4138,2024-05-05,P101,C461,East,111084,2,86226
4139,2025-07-10,P102,C507,West,74444,5,64120
4140,2025-04-19,P101,C383,West,163007,3,124462
4141,2025-11-16,P103,C409,West,123404,5,99852
4142,2024-04-13,P102,C285,North,16685,1,12032
4143,2025-09-30,P105,C566,East,91938,3,77013
4144,2024-11-03,P102,C368,South,43304,3,31879
4145,2025-05-26,P103,C292,South,98853,4,86275
4146,2024-06-19,P101,C693,East,166865,3,142598
4147,2025-03-16,P102,C683,East,46584,3,36685
4148,2025-06-23,P105,C452,North,151546,5,125593
4149,2025-02-15,P101,C507,West,219660,4,162075
4150,2025-02-17,P102,C482,West,29214,2,21722
4151,2024-07-23,P102,C486,North,46302,3,38553
4152,2024-01-02,P105,C202,East,28056,1,24849
4153,2025-05-26,P102,C258,South,73222,5,64399
4154,2025-09-07,P103,C213,North,73237,3,59115
4155,2024-11-06,P101,C547,East,108721,2,79872
4156,2025-09-11,P102,C441,North,58540,4,41955
4157,2024-06-01,P102,C322,South,13145,1,11808
4158,2025-07-03,P105,C267,West,148221,5,116463
4159,2024-01-20,P105,C660,East,149241,5,106666
4160,2025-01-08,P104,C430,North,49770,4,39423
4161,2024-02-02,P101,C269,East,274014,5,193163
4162,2025-05-03,P103,C622,East,75998,3,65831
4163,2024-03-08,P105,C261,West,118098,4,103741
4164,2024-11-24,P105,C291,West,28891,1,20909
4165,2025-05-06,P102,C695,North,13010,1,10562
4166,2024-11-02,P104,C691,East,59863,5,47672
4167,2025-10-26,P105,C488,West,149607,5,117116
4168,2025-03-14,P104,C656,East,25926,2,23229
4169,2025-12-23,P104,C676,West,23773,2,20028
4170,2025-07-07,P102,C323,East,14487,1,11699
4171,2025-11-10,P102,C308,South,16449,1,13945
4172,2025-12-28,P102,C230,South,29819,2,21862
4173,2024-06-04,P103,C400,North,48497,2,35850
4174,2024-10-30,P105,C257,West,30556,1,27161
4175,2025-08-23,P105,C651,West,91218,3,76012
4176,2025-12-10,P103,C467,South,49656,2,43454
4177,2024-01-25,P104,C456,South,36197,3,27506
4178,2025-12-18,P105,C256,South,29111,1,24649
4179,2025-09-26,P101,C472,West,54824,1,42133
4180,2024-09-18,P104,C432,West,61650,5,52503
4181,2024-11-07,P104,C458,South,25901,2,21997
4182,2024-01-12,P103,C550,East,25150,1,22108
4183,2025-03-29,P104,C429,West,10602,1,8347
4184,2025-05-23,P105,C220,South,60884,2,43010
4185,2024-06-04,P101,C260,South,163682,3,143798
4186,2024-06-22,P105,C406,West,90794,3,74790
4187,2025-01-25,P101,C471,West,221255,4,198148
4188,2024-05-12,P101,C378,South,109737,2,93086
4189,2025-01-10,P103,C510,West,76823,3,61304
4190,2025-06-14,P102,C415,North,15349,1,11685
4191,2025-01-21,P102,C248,West,74169,5,63785
4192,2025-12-27,P102,C266,South,60712,4,49616
4193,2025-07-07,P105,C621,South,58521,2,49279
4194,2025-07-26,P101,C613,North,53834,1,39315
4195,2025-07-30,P103,C592,West,75649,3,66896
4196,2025-05-15,P105,C376,South,91965,3,78641
4197,2025-08-22,P104,C447,East,23330,2,20022
4198,2025-05-08,P102,C204,East,31647,2,22798
4199,2025-03-16,P102,C327,South,76411,5,53537
4200,2025-08-03,P103,C296,North,51391,2,46018
4201,2025-02-04,P102,C212,West,74672,5,57849
4202,2025-11-01,P102,C527,North,60614,4,45113
4203,2024-06-27,P104,C211,East,60002,5,48820
4204,2025-09-13,P105,C318,North,121147,4,98641
4205,2024-10-28,P104,C296,South,36289,3,31998
4206,2025-02-12,P101,C303,North,108797,2,90624
4207,2024-12-18,P103,C665,East,76075,3,60162
4208,2025-02-03,P102,C340,North,13662,1,10408
4209,2025-11-09,P103,C632,South,126226,5,98856
4210,2025-09-20,P105,C573,East,121214,4,101648
4211,2025-03-09,P102,C254,South,15521,1,12276
4212,2025-07-11,P101,C380,South,274609,5,237299
4213,2024-10-15,P102,C360,North,76397,5,64244
4214,2025-12-23,P101,C498,North,274698,5,197032
4215,2024-12-01,P104,C672,West,61944,5,53122
4216,2025-03-16,P101,C453,South,163389,3,119286
4217,2025-07-28,P105,C343,North,58283,2,46422
4218,2024-09-23,P101,C383,West,54372,1,48763
4219,2025-02-25,P104,C292,East,34283,3,26921
4220,2025-04-13,P101,C278,North,111684,2,87147
4221,2025-04-11,P105,C214,North,30894,1,24632
4222,2024-10-21,P101,C253,West,273559,5,236481
4223,2025-01-26,P102,C453,West,16253,1,11396
4224,2024-01-07,P103,C581,North,76714,3,55360
4225,2024-06-04,P101,C511,North,165982,3,125305
4226,2024-01-10,P103,C273,South,24914,1,20116
4227,2024-02-02,P104,C422,West,60486,5,44814
4228,2025-06-25,P103,C472,North,124401,5,107159
4229,2024-04-24,P103,C465,East,126315,5,107657
4230,2025-09-12,P105,C246,North,121508,4,91079
4231,2025-12-02,P102,C673,North,74383,5,55990
4232,2025-02-04,P105,C605,South,149287,5,120214
4233,2024-09-01,P104,C266,South,12782,1,11292
4234,2024-04-18,P102,C258,North,45669,3,36300
4235,2024-01-08,P104,C457,West,12117,1,10085
4236,2024-11-30,P102,C211,East,15332,1,11858
4237,2025-02-28,P101,C254,North,108936,2,79576
4238,2025-06-28,P102,C272,South,44398,3,38053
4239,2025-09-24,P103,C582,West,49344,2,37418
4240,2024-01-31,P101,C503,West,163542,3,128407
4241,2025-01-06,P101,C294,South,53756,1,45009
4242,2024-04-16,P104,C696,West,37460,3,33571
4243,2025-12-07,P103,C568,West,25762,1,21479
4244,2024-07-22,P104,C566,South,59123,5,45964
4245,2024-03-08,P102,C401,North,30849,2,25300
4246,2024-08-06,P103,C522,East,25325,1,22694
4247,2025-12-05,P101,C540,North,54219,1,46987
4248,2025-02-13,P102,C562,West,60557,4,44980
4249,2024-05-23,P102,C325,North,61764,4,45010
4250,2024-03-19,P101,C399,South,273190,5,220251
4251,2025-09-29,P105,C609,North,59099,2,45619
4252,2024-10-07,P101,C384,North,165329,3,130903
4253,2025-02-04,P104,C353,East,34288,3,24746
4254,2024-03-01,P104,C470,North,35790,3,26967
4255,2024-09-04,P105,C214,South,61787,2,43284
4256,2025-09-16,P102,C390,West,59774,4,43081
4257,2024-04-29,P102,C496,West,61584,4,52296
4258,2025-02-18,P103,C356,East,23514,1,17715
4259,2025-03-18,P103,C700,West,74489,3,60051
4260,2024-12-05,P104,C365,East,60579,5,53763
4261,2025-03-21,P102,C345,North,16334,1,13916
4262,2024-04-21,P102,C366,North,30880,2,24386
4263,2025-12-24,P102,C622,South,76015,5,57521
4264,2025-08-07,P104,C554,North,49147,4,40143
4265,2025-11-24,P105,C253,East,31190,1,26680
4266,2024-05-12,P104,C641,West,22335,2,16918
4267,2024-09-19,P103,C476,South,124987,5,108245
4268,2024-10-31,P105,C330,South,28495,1,22280
4269,2025-01-02,P104,C508,West,59350,5,44849
4270,2025-02-05,P103,C262,West,48980,2,43732
4271,2024-12-28,P104,C344,North,13553,1,9966
4272,2025-03-12,P102,C464,East,76596,5,65261
4273,2025-05-11,P102,C582,North,74994,5,58016
4274,2024-01-02,P103,C456,West,26621,1,19552
4275,2025-06-07,P105,C526,East,119815,4,106032
4276,2024-07-21,P104,C428,West,25595,2,22707
4277,2024-07-11,P105,C420,East,150029,5,116949
4278,2024-09-26,P105,C393,West,60872,2,48406
4279,2024-03-12,P105,C341,East,88608,3,62244
4280,2024-02-18,P104,C305,East,22519,2,18312
4281,2025-08-11,P104,C401,South,35775,3,30197
4282,2024-05-09,P103,C353,East,125664,5,89802
4283,2024-05-24,P104,C236,North,48760,4,37268
4284,2025-10-10,P101,C574,North,165347,3,148283
4285,2025-05-07,P105,C344,West,120090,4,107177
4286,2025-04-18,P104,C465,West,61132,5,50594
4287,2025-01-31,P101,C372,North,55462,1,40820
4288,2024-10-19,P101,C435,South,218514,4,173257
4289,2025-08-06,P105,C295,South,90793,3,73349
4290,2025-10-13,P105,C678,South,58827,2,50784
4291,2024-05-22,P103,C636,East,100075,4,78258
4292,2024-12-28,P101,C310,East,110013,2,97257
4293,2024-07-16,P101,C599,South,163504,3,137385
4294,2025-05-03,P102,C498,West,43429,3,38288
4295,2024-08-14,P105,C436,East,151005,5,119068
4296,2025-06-28,P105,C307,West,28055,1,23525
4297,2024-09-27,P101,C643,South,56359,1,43318
4298,2024-10-08,P105,C352,North,61127,2,46030
4299,2025-07-01,P103,C333,West,101278,4,86453
4300,2024-10-02,P101,C558,North,166992,3,146554
4301,2024-08-23,P102,C470,West,74587,5,65129
4302,2024-12-28,P104,C507,West,13023,1,10004
4303,2024-04-07,P103,C386,West,98600,4,74003
4304,2025-08-05,P102,C573,South,28599,2,23239
